"","x"
"1","O"
"2","AMT"
"3","ILMN"
"4","ABT"
"5","AVB"
"6","PCAR"
"7","TSN"
"8","TFC"
"9","EXC"
"10","MS"
"11","PNW"
"12","CMCSA"
"13","CME"
"14","AVGO"
"15","BDX"
"16","EQIX"
"17","WEC"
"18","PH"
"19","AWK"
"20","ESS"
