"","x"
"1","ATO"
"2","PPL"
"3","MSFT"
"4","ZBRA"
"5","LKQ"
"6","TAP"
"7","ETN"
"8","AMT"
"9","NRG"
"10","DHR"
"11","BWA"
"12","PKG"
"13","GE"
"14","UAL"
"15","DVA"
"16","LDOS"
"17","ESS"
"18","CPB"
"19","HIG"
"20","PHM"
