"","x"
"1","TROW"
"2","IFF"
"3","LUMN"
"4","ADSK"
"5","NTRS"
"6","CMA"
"7","BBWI"
"8","ACN"
"9","HRL"
"10","AMT"
"11","CAH"
"12","FFIV"
"13","ALL"
"14","MA"
"15","FMC"
"16","DISCK"
"17","TT"
"18","CPRT"
"19","WMT"
"20","MCO"
