"","x"
"1","RTX"
"2","MCD"
"3","GS"
"4","COF"
"5","UNP"
"6","PM"
"7","CRM"
"8","NKE"
"9","BA"
"10","ACN"
"11","AMZN"
"12","MRK"
"13","MA"
"14","IBM"
"15","UNH"
"16","GM"
"17","COP"
"18","ABBV"
"19","SBUX"
"20","AXP"
