"","x"
"1","FB"
"2","BMY"
"3","BLK"
"4","EMR"
"5","WMT"
"6","TSLA"
"7","SBUX"
"8","NFLX"
"9","UNH"
"10","GS"
"11","LMT"
"12","TMUS"
"13","MMM"
"14","ABBV"
"15","ADBE"
"16","SPG"
"17","CRM"
"18","CSCO"
"19","UPS"
"20","MDLZ"
