"","x"
"1","TYL"
"2","CMG"
"3","MCO"
"4","RTX"
"5","KO"
"6","PTC"
"7","MS"
"8","FITB"
"9","MU"
"10","SJM"
"11","COP"
"12","CF"
"13","BKR"
"14","SNPS"
"15","BR"
"16","MNST"
"17","HPQ"
"18","PNC"
"19","GE"
"20","GD"
