"","x"
"1","ORCL"
"2","NFLX"
"3","PG"
"4","FDX"
"5","XOM"
"6","V"
"7","COST"
"8","MCD"
"9","WMT"
"10","SPG"
"11","LIN"
"12","TXN"
"13","NKE"
"14","EMR"
"15","DUK"
"16","PFE"
"17","MDLZ"
"18","AVGO"
"19","GILD"
"20","RTX"
