"","x"
"1","AIG"
"2","GILD"
"3","BA"
"4","QCOM"
"5","PFE"
"6","GD"
"7","MO"
"8","C"
"9","MDLZ"
"10","UNP"
"11","ABBV"
"12","MET"
"13","CVS"
"14","UNH"
"15","F"
"16","EXC"
"17","CAT"
"18","HD"
"19","NVDA"
"20","MS"
