"","x"
"1","SPG"
"2","HD"
"3","ADM"
"4","GIS"
"5","TPR"
"6","MHK"
"7","MRO"
"8","FTNT"
"9","EL"
"10","MSCI"
"11","NTAP"
"12","IP"
"13","GLW"
"14","BXP"
"15","UHS"
"16","AFL"
"17","DRE"
"18","SWKS"
"19","APD"
"20","EFX"
