"","x"
"1","PM"
"2","AAPL"
"3","KO"
"4","WAT"
"5","BKNG"
"6","AZO"
"7","ULTA"
"8","MGM"
"9","PNR"
"10","IDXX"
"11","TFC"
"12","AVY"
"13","HSIC"
"14","EXPE"
"15","INTC"
"16","ADI"
"17","OMC"
"18","DTE"
"19","RHI"
"20","AMP"
