"","x"
"1","MMM"
"2","BA"
"3","AMGN"
"4","LLY"
"5","MRK"
"6","CAT"
"7","IBM"
"8","AIG"
"9","INTC"
"10","VZ"
"11","JNJ"
"12","MS"
"13","GE"
"14","BIIB"
"15","DHR"
"16","EXC"
"17","SO"
"18","T"
"19","NFLX"
"20","AVGO"
