"","x"
"1","MO"
"2","PM"
"3","DIS"
"4","GE"
"5","FDX"
"6","MCD"
"7","UPS"
"8","SO"
"9","TMUS"
"10","HON"
"11","PYPL"
"12","TXN"
"13","MRK"
"14","NKE"
"15","DUK"
"16","CVS"
"17","MMM"
"18","GD"
"19","MET"
"20","UNH"
