"","x"
"1","DPZ"
"2","WAT"
"3","STX"
"4","PWR"
"5","MS"
"6","TER"
"7","BLK"
"8","MU"
"9","COST"
"10","WY"
"11","TTWO"
"12","FFIV"
"13","FE"
"14","RJF"
"15","UNP"
"16","SNPS"
"17","CLX"
"18","NFLX"
"19","MA"
"20","IPG"
