"","x"
"1","ROL"
"2","LRCX"
"3","MNST"
"4","MDT"
"5","SJM"
"6","BIIB"
"7","DE"
"8","HSY"
"9","NRG"
"10","OMC"
"11","LNC"
"12","DXCM"
"13","SLB"
"14","LLY"
"15","OKE"
"16","JBHT"
"17","SWKS"
"18","WAB"
"19","MO"
"20","CHD"
