"","x"
"1","ORCL"
"2","MO"
"3","GD"
"4","CVS"
"5","WBA"
"6","CSCO"
"7","BKNG"
"8","T"
"9","MA"
"10","KO"
"11","AIG"
"12","CAT"
"13","NKE"
"14","BA"
"15","DUK"
"16","PG"
"17","MRK"
"18","PYPL"
"19","BIIB"
"20","MDT"
