"","x"
"1","EA"
"2","GIS"
"3","ECL"
"4","UDR"
"5","NI"
"6","ICE"
"7","SWKS"
"8","O"
"9","LVS"
"10","TDG"
"11","FMC"
"12","KMX"
"13","APH"
"14","AZO"
"15","SNA"
"16","RL"
"17","EMR"
"18","ATVI"
"19","SYK"
"20","IEX"
