"","x"
"1","LLY"
"2","BKNG"
"3","BLK"
"4","MCD"
"5","PG"
"6","SO"
"7","FB"
"8","AMZN"
"9","TSLA"
"10","GS"
"11","COF"
"12","GM"
"13","FDX"
"14","T"
"15","WBA"
"16","AMGN"
"17","AXP"
"18","MDT"
"19","NVDA"
"20","NKE"
