"","x"
"1","MRK"
"2","ABBV"
"3","MCD"
"4","AAPL"
"5","PEP"
"6","LLY"
"7","TSLA"
"8","SBUX"
"9","CAT"
"10","EMR"
"11","USB"
"12","CHTR"
"13","UNP"
"14","TMO"
"15","MDLZ"
"16","MMM"
"17","GE"
"18","GOOG"
"19","T"
"20","PM"
