"","x"
"1","T"
"2","MRK"
"3","SPG"
"4","TSLA"
"5","MDT"
"6","DIS"
"7","MS"
"8","ACN"
"9","BKNG"
"10","MCD"
"11","ABT"
"12","CVX"
"13","FDX"
"14","EMR"
"15","ORCL"
"16","PFE"
"17","NEE"
"18","DHR"
"19","GD"
"20","CSCO"
