"","x"
"1","LUV"
"2","IDXX"
"3","LRCX"
"4","NI"
"5","RF"
"6","EIX"
"7","PKI"
"8","ATO"
"9","CME"
"10","CHD"
"11","MPWR"
"12","J"
"13","CB"
"14","PNC"
"15","NVR"
"16","PVH"
"17","TER"
"18","PARA"
"19","BKR"
"20","NVDA"
