"","x"
"1","AXP"
"2","EXC"
"3","CL"
"4","AMZN"
"5","DHR"
"6","DD"
"7","HD"
"8","COST"
"9","MDT"
"10","WFC"
"11","WBA"
"12","DUK"
"13","XOM"
"14","UNH"
"15","AAPL"
"16","WMT"
"17","RTX"
"18","LIN"
"19","QCOM"
"20","FB"
