"","x"
"1","COST"
"2","RTX"
"3","HAS"
"4","CL"
"5","SHW"
"6","FCX"
"7","CNC"
"8","CAH"
"9","AMD"
"10","LHX"
"11","BEN"
"12","MKTX"
"13","EXR"
"14","SIVB"
"15","LMT"
"16","PCAR"
"17","PBCT"
"18","MU"
"19","DXC"
"20","DISCA"
