"","x"
"1","BKNG"
"2","F"
"3","BAC"
"4","MDT"
"5","GD"
"6","PG"
"7","ADBE"
"8","JPM"
"9","MO"
"10","KO"
"11","GILD"
"12","CSCO"
"13","AMGN"
"14","ACN"
"15","AMZN"
"16","ABT"
"17","CRM"
"18","LOW"
"19","RTX"
"20","TGT"
