"","x"
"1","LOW"
"2","WAT"
"3","UPS"
"4","BRO"
"5","AEE"
"6","DE"
"7","MDT"
"8","NEE"
"9","PARA"
"10","KMB"
"11","ECL"
"12","STT"
"13","CHRW"
"14","COF"
"15","FDS"
"16","MAR"
"17","INCY"
"18","INTC"
"19","VMC"
"20","MMM"
