"","x"
"1","BLK"
"2","HD"
"3","FDX"
"4","NFLX"
"5","XOM"
"6","ORCL"
"7","IBM"
"8","FB"
"9","RTX"
"10","CHTR"
"11","AMT"
"12","AXP"
"13","T"
"14","PFE"
"15","TMO"
"16","DUK"
"17","LOW"
"18","JNJ"
"19","TMUS"
"20","BMY"
