"","x"
"1","AVGO"
"2","BMY"
"3","DIS"
"4","BK"
"5","UNP"
"6","VZ"
"7","ADBE"
"8","BLK"
"9","FDX"
"10","F"
"11","CVS"
"12","C"
"13","BKNG"
"14","AMZN"
"15","LOW"
"16","PM"
"17","PYPL"
"18","TGT"
"19","MS"
"20","MET"
