"","x"
"1","EMR"
"2","APH"
"3","VLO"
"4","EA"
"5","PNW"
"6","MSFT"
"7","F"
"8","ETR"
"9","CTRA"
"10","AMAT"
"11","DLR"
"12","CBRE"
"13","CCL"
"14","VTRS"
"15","ILMN"
"16","INTC"
"17","GPC"
"18","CME"
"19","HON"
"20","RL"
