% LIQUIDITY FACTORS OF PASTOR AND STAMBAUGH (JPE 2003) UPDATED THROUGH DEC 2021
% Column 1: Month
% Column 2: Levels of aggregated liquidity (Figure 1 in the paper)
% Column 3: Innovations in aggregated liquidity (non-traded liquidity factor; equation(8); the main series)
% Column 4: Traded liquidity factor (LIQ_V, 10-1 portfolio return)
% Note: The traded factor is the value-weighted return on the 10-1 portfolio from a sort on historical
% liquidity betas. This procedure is simpler than sorting on predicted betas (as in the original study)
% and through 2021 it is similarly successful at creating a spread in post-ranking betas. The traded
% factor has a positive and significant alpha through 2021, consistent with liquidity risk being priced.
%
% Month	Agg Liq.	Innov Liq (eq8)	Traded Liq (LIQ_V)
200201	 -0.06933654	 -0.01492224	 -0.01226756	
200202	 -0.01014436	 -0.00874182	  0.03762029	
200203	  0.06089692	  0.02569366	  0.07804615	
200204	 -0.10984668	 -0.03370105	  0.05161829	
200205	 -0.03394845	 -0.04489313	  0.05111795	
200206	 -0.11584185	 -0.05773044	 -0.00931038	
200207	 -0.06592232	  0.00235470	 -0.04545052	
200208	 -0.02471742	 -0.00411477	  0.00362613	
200209	 -0.17025101	 -0.09228380	  0.00121132	
200210	 -0.30762302	 -0.14816626	  0.04115070	
200211	 -0.03852698	  0.01615410	  0.01739002	
200212	 -0.17765633	 -0.00746620	 -0.01139892	
200301	 -0.08552163	 -0.08621844	 -0.02109548	
200302	 -0.04021868	 -0.03785937	  0.01062062	
200303	 -0.10824941	 -0.06922295	  0.00069123	
200304	 -0.05209150	 -0.00839269	  0.03763324	
200305	  0.02654334	  0.02256454	  0.00803146	
200306	 -0.01773686	 -0.00205089	 -0.00873393	
200307	 -0.03637369	  0.01838055	  0.06835237	
200308	 -0.01409055	  0.00123751	  0.04069019	
200309	 -0.11151611	 -0.02834080	 -0.00805405	
200310	 -0.04081320	  0.01086835	  0.02084509	
200311	 -0.05097340	 -0.02233815	  0.00454893	
200312	 -0.02134025	  0.04899800	 -0.00325508	
200401	 -0.10836096	 -0.01926717	 -0.05251406	
200402	 -0.03629706	 -0.05828954	  0.02833066	
200403	  0.02709084	  0.07335193	  0.01719833	
200404	 -0.05259627	  0.00935756	 -0.00343125	
200405	 -0.00584636	 -0.02340988	 -0.00197162	
200406	  0.05580165	  0.11027430	  0.02778716	
200407	 -0.03592135	 -0.01305000	  0.07163805	
200408	  0.00419211	  0.04687086	  0.06458801	
200409	 -0.02612415	  0.00158172	 -0.00164037	
200410	  0.01505644	  0.01776737	 -0.01536710	
200411	 -0.01810987	  0.03125080	  0.01394736	
200412	 -0.07001299	 -0.02037504	 -0.03471279	
200501	 -0.00561092	  0.01211728	  0.04233995	
200502	 -0.05566893	 -0.00281845	  0.05583943	
200503	 -0.02000190	  0.00209687	 -0.00304622	
200504	 -0.12695313	 -0.09907043	 -0.05303951	
200505	  0.00357970	  0.04805892	  0.00006608	
200506	  0.00197650	  0.08204579	  0.04263413	
200507	  0.02442722	  0.03472346	  0.02730879	
200508	  0.04779531	  0.07671565	  0.03004829	
200509	 -0.02282613	  0.01939261	  0.03387571	
200510	 -0.05176370	  0.00941386	 -0.04393615	
200511	  0.08820635	  0.06738884	  0.00537350	
200512	 -0.02396660	 -0.07744447	  0.00040549	
200601	 -0.05568256	 -0.03995004	  0.03390266	
200602	 -0.05908258	 -0.04089238	 -0.03892763	
200603	 -0.02457918	  0.01985183	  0.01239827	
200604	  0.01282215	  0.02944528	 -0.00662866	
200605	 -0.02519272	  0.00827698	  0.02052905	
200606	 -0.06745814	 -0.00021106	  0.03216129	
200607	  0.00392041	 -0.00087695	  0.05464797	
200608	  0.01674504	 -0.02679219	 -0.02799618	
200609	 -0.06006415	 -0.04416804	 -0.01760065	
200610	  0.03231136	  0.05991604	  0.03789315	
200611	 -0.00477928	  0.03950653	  0.02841449	
200612	  0.02912667	  0.02131480	 -0.01618119	
200701	  0.04338604	  0.01030163	  0.00375580	
200702	 -0.00636273	  0.03147734	  0.02496826	
200703	 -0.03858859	 -0.02715723	  0.02931590	
200704	 -0.01314712	  0.00903469	  0.02008087	
200705	  0.02691214	  0.06138211	  0.02742498	
200706	  0.06254018	  0.09308830	  0.00799133	
200707	 -0.00280120	 -0.01458860	  0.02659782	
200708	 -0.15688331	 -0.19633758	 -0.00456816	
200709	 -0.04698278	 -0.03294144	  0.03336599	
200710	 -0.19141352	 -0.04562310	  0.05507869	
200711	 -0.16848869	 -0.02448154	  0.02204191	
200712	 -0.04286566	  0.03238049	  0.05044672	
200801	 -0.15709411	 -0.05699590	 -0.12538313	
200802	  0.07933861	 -0.01646248	  0.02891129	
200803	 -0.26874675	 -0.15149624	  0.04094670	
200804	  0.06011212	  0.10818370	  0.10817244	
200805	 -0.01916144	  0.00507572	  0.08001028	
200806	 -0.08686875	 -0.03794800	  0.09409628	
200807	 -0.17516923	 -0.07113461	 -0.13178885	
200808	 -0.00480399	  0.02628167	  0.01855953	
200809	 -0.10135535	 -0.23618393	 -0.13332696	
200810	 -0.22933114	 -0.05211151	 -0.08861246	
200811	  0.07299935	  0.14931420	 -0.05612372	
200812	 -0.30817351	 -0.18719040	 -0.08526836	
200901	 -0.04153930	 -0.15420784	  0.07956306	
200902	 -0.03539015	  0.03517283	 -0.00349384	
200903	 -0.09957398	 -0.03250449	 -0.04510556	
200904	 -0.09607496	 -0.04141724	 -0.04577754	
200905	 -0.07202845	  0.07381983	  0.01960292	
200906	 -0.04055036	  0.02209572	 -0.01331055	
200907	  0.07998253	  0.04173864	 -0.01618796	
200908	 -0.01591570	 -0.00536390	 -0.05485980	
200909	  0.01415541	  0.06106593	  0.06468133	
200910	 -0.06076067	 -0.05178860	  0.07777541	
200911	 -0.03523350	 -0.01173753	 -0.00261975	
200912	  0.13701863	 -0.00065988	  0.02296615	
201001	  0.05788092	  0.11312553	 -0.01105698	
201002	  0.01458775	  0.03152474	 -0.00755895	
201003	  0.01741274	  0.03022705	 -0.06257515	
201004	 -0.06437702	 -0.05494978	  0.01020015	
201005	 -0.07897659	 -0.01852153	 -0.02806075	
201006	 -0.05561637	  0.01660586	  0.00383754	
201007	 -0.01799447	  0.00094260	  0.02483923	
201008	  0.00024010	  0.02647377	  0.02131701	
201009	 -0.03019905	  0.08246582	  0.03255056	
201010	 -0.04022331	 -0.04955523	  0.02321111	
201011	 -0.01660529	 -0.00514784	  0.02746053	
201012	  0.03734654	  0.08693549	  0.03149786	
201101	 -0.03439518	 -0.03460315	  0.01095875	
201102	 -0.01118413	 -0.01740976	 -0.00994366	
201103	 -0.03241480	 -0.01583924	  0.00231690	
201104	  0.00998302	  0.01995418	 -0.05799259	
201105	  0.01771409	  0.02183079	 -0.02730839	
201106	 -0.00862560	  0.02544526	 -0.02120148	
201107	 -0.01355186	  0.01465052	  0.00095464	
201108	 -0.05098853	 -0.04884514	 -0.03777979	
201109	  0.01293392	  0.02942101	 -0.06395509	
201110	 -0.04259440	  0.02491950	  0.07642923	
201111	 -0.09608036	 -0.02711369	  0.02778666	
201112	  0.01012265	  0.05193915	 -0.00935414	
201201	  0.01929444	  0.05245972	 -0.02597123	
201202	  0.03100358	  0.00786786	  0.02392422	
201203	 -0.01914488	 -0.00971430	 -0.06113644	
201204	  0.00871881	 -0.01548912	  0.00326061	
201205	  0.08349386	 -0.00814101	 -0.00472821	
201206	  0.01774705	 -0.00466563	  0.01324631	
201207	  0.01630329	  0.09852058	 -0.00582316	
201208	 -0.04172850	 -0.02209130	 -0.00614965	
201209	  0.04557387	  0.03435698	 -0.02445392	
201210	 -0.02180944	 -0.04386544	  0.00352816	
201211	 -0.01304722	 -0.05366218	 -0.01710294	
201212	  0.01119825	  0.02921294	  0.01827545	
201301	  0.01585515	  0.02753275	 -0.02567376	
201302	 -0.02505065	 -0.01735317	 -0.00822369	
201303	  0.02583926	  0.07159616	  0.00640896	
201304	 -0.00685751	 -0.01645413	 -0.01827820	
201305	  0.00370257	  0.01973480	  0.00380257	
201306	 -0.02855361	  0.01482090	 -0.01314133	
201307	 -0.02128044	  0.01053918	  0.00307335	
201308	 -0.03568684	  0.01367797	  0.01378439	
201309	 -0.02413270	 -0.00734332	 -0.02251144	
201310	  0.06905300	  0.10126873	 -0.02143967	
201311	 -0.06684186	  0.03579547	 -0.02736205	
201312	  0.03024570	  0.02590390	 -0.00246068	
201401	 -0.00670812	  0.01821911	  0.03024870	
201402	  0.01876362	  0.02294292	 -0.00821650	
201403	 -0.00108249	  0.02926772	  0.03065507	
201404	 -0.00595369	 -0.00637252	 -0.05016133	
201405	 -0.07604790	 -0.03182328	  0.00285100	
201406	  0.03531573	  0.08912352	  0.01490484	
201407	  0.00959118	  0.02663180	 -0.00350738	
201408	 -0.00700054	 -0.00231905	  0.00314883	
201409	  0.00941009	  0.02717926	  0.02115319	
201410	  0.03163113	  0.04446451	  0.04231954	
201411	 -0.04094060	 -0.03011622	  0.00236985	
201412	  0.02835775	  0.05726643	  0.02576999	
201501	  0.00000045	  0.02179336	 -0.01673274	
201502	 -0.00776759	 -0.00026627	 -0.00040375	
201503	 -0.04323792	 -0.02213937	  0.01157650	
201504	 -0.02168402	  0.00582342	 -0.00442564	
201505	  0.01912767	  0.00443847	  0.04317894	
201506	  0.01125607	  0.00814117	  0.02902583	
201507	  0.04048247	  0.03153379	  0.00671139	
201508	  0.02574529	  0.06954934	 -0.00737752	
201509	 -0.04883700	 -0.07861384	  0.00834450	
201510	  0.00806740	  0.10432411	 -0.06896217	
201511	 -0.12188252	 -0.03200024	  0.03911356	
201512	 -0.08145102	 -0.01229470	 -0.00112737	
201601	 -0.08344219	 -0.04240949	 -0.03221813	
201602	  0.00319194	  0.03094969	 -0.03051365	
201603	 -0.02086384	  0.00400241	 -0.01691726	
201604	  0.08322854	  0.09075209	 -0.00757449	
201605	 -0.04462363	 -0.05643276	  0.01802774	
201606	 -0.01965535	 -0.02928899	 -0.01520333	
201607	  0.06304952	  0.01029627	  0.02875150	
201608	  0.00842886	 -0.00686335	 -0.00656478	
201609	 -0.04123357	 -0.03407307	  0.01795254	
201610	  0.10318810	  0.08923895	  0.01078285	
201611	 -0.07617042	 -0.00572578	 -0.00160345	
201612	  0.00176804	  0.04892543	 -0.01654246	
201701	  0.04593174	  0.06842005	  0.01933228	
201702	 -0.05743890	 -0.05397285	 -0.02753203	
201703	 -0.01058006	 -0.06612577	 -0.03521569	
201704	 -0.02999426	  0.00838053	 -0.02365847	
201705	  0.10504910	  0.08932054	 -0.03710820	
201706	  0.04242762	  0.02194203	  0.03106255	
201707	 -0.01941366	  0.00994376	  0.03180687	
201708	  0.02982534	  0.06364220	 -0.02556486	
201709	  0.05203451	  0.05517086	 -0.01450804	
201710	  0.02674841	  0.02903176	 -0.04841161	
201711	  0.03464210	  0.01712691	 -0.01537656	
201712	  0.03738427	  0.04398890	  0.04981454	
201801	 -0.05293457	 -0.01155002	  0.01107079	
201802	  0.00316478	  0.02929129	  0.05054294	
201803	  0.02888842	  0.08541277	  0.00339819	
201804	 -0.07862780	 -0.01220561	  0.01242290	
201805	  0.02705336	  0.08567793	  0.07039842	
201806	  0.10042700	  0.12684112	 -0.02196987	
201807	 -0.02330024	 -0.02500539	 -0.00580345	
201808	  0.09291973	  0.04271158	 -0.01683727	
201809	 -0.04382566	  0.05523823	  0.00519400	
201810	 -0.06898593	 -0.03109400	 -0.07000461	
201811	  0.01574058	  0.04181679	  0.02542913	
201812	 -0.06385120	 -0.03918916	 -0.00218687	
201901	 -0.03148679	 -0.03043243	  0.03099923	
201902	  0.06561846	  0.15355552	 -0.00710294	
201903	  0.00163278	 -0.00416531	  0.01089794	
201904	  0.03701845	  0.05484318	 -0.00625932	
201905	 -0.02204523	 -0.02143839	 -0.00572729	
201906	 -0.09717417	 -0.06576454	 -0.02669649	
201907	  0.07267815	  0.07358001	  0.00527544	
201908	  0.04584545	  0.02153319	 -0.00143081	
201909	 -0.04788306	 -0.02610795	 -0.04937003	
201910	 -0.06796135	  0.00130386	  0.00539638	
201911	 -0.04572686	  0.04043106	  0.02153492	
201912	 -0.01960538	  0.02319808	 -0.00319237	
202001	 -0.04190264	 -0.01532280	  0.01860375	
202002	  0.00824284	  0.02655788	  0.04246851	
202003	 -0.25802930	 -0.16284044	 -0.10358823	
202004	  0.01000256	 -0.02334186	  0.11756267	
202005	 -0.05674030	 -0.06861195	  0.07106842	
202006	 -0.01227106	  0.02094607	  0.06245735	
202007	  0.03426739	  0.07241800	  0.00165371	
202008	  0.00383215	 -0.01561904	  0.04386601	
202009	 -0.09547794	 -0.11747005	 -0.00482602	
202010	 -0.04482834	  0.02831311	  0.04065628	
202011	  0.05415954	  0.06836535	  0.02308695	
202012	  0.02731808	  0.01411211	  0.05024218	
202101	  0.10311356	  0.05513982	 -0.05006758	
202102	 -0.02910621	 -0.04991646	  0.02587200	
202103	 -0.07655840	 -0.01217902	 -0.07288459	
202104	 -0.04612418	 -0.02625664	  0.00307218	
202105	 -0.05344781	 -0.00992771	 -0.03238293	
202106	 -0.03793974	  0.00305070	  0.03755555	
202107	  0.00637972	  0.04016532	 -0.00023740	
202108	  0.01241843	  0.03228969	  0.00373615	
202109	 -0.01686562	 -0.00660202	 -0.01289893	
202110	 -0.00621351	 -0.00832579	  0.01567898	
202111	  0.01416643	  0.03077425	 -0.02639541	
202112	  0.06056828	  0.07074077	 -0.02345233	
