"Index","MDLZ.BV_per_share","NRG.BV_per_share","IT.BV_per_share","NTAP.BV_per_share","XRAY.BV_per_share","MPWR.BV_per_share","AMP.BV_per_share","LMT.BV_per_share","URI.BV_per_share","LKQ.BV_per_share","PNR.BV_per_share","FRT.BV_per_share","EA.BV_per_share","CCI.BV_per_share","RF.BV_per_share","WEC.BV_per_share","WY.BV_per_share","UPS.BV_per_share","O.BV_per_share","SBAC.BV_per_share","ISRG.BV_per_share","REG.BV_per_share","PM.BV_per_share","CSCO.BV_per_share","MRO.BV_per_share","DG.BV_per_share","SBUX.BV_per_share","AMAT.BV_per_share","STT.BV_per_share","T.BV_per_share","NOC.BV_per_share","ED.BV_per_share","CLX.BV_per_share","ULTA.BV_per_share","AAL.BV_per_share","ES.BV_per_share","WAT.BV_per_share","PPL.BV_per_share","TSCO.BV_per_share","AES.BV_per_share","EXPE.BV_per_share","ZBH.BV_per_share","TRV.BV_per_share","DRI.BV_per_share","BRO.BV_per_share","NKE.BV_per_share","FITB.BV_per_share","CMA.BV_per_share","ARE.BV_per_share","LRCX.BV_per_share","CSX.BV_per_share","BMY.BV_per_share","TROW.BV_per_share","TEL.BV_per_share","DGX.BV_per_share","ANSS.BV_per_share","MTCH.BV_per_share","BKNG.BV_per_share","MGM.BV_per_share","WFC.BV_per_share","TAP.BV_per_share","SWKS.BV_per_share","BDX.BV_per_share","MCHP.BV_per_share","BR.BV_per_share","TRMB.BV_per_share","CBRE.BV_per_share","DUK.BV_per_share","POOL.BV_per_share","DFS.BV_per_share","PVH.BV_per_share","INTU.BV_per_share","HSIC.BV_per_share","GPN.BV_per_share","CF.BV_per_share","TER.BV_per_share","MMM.BV_per_share","NEM.BV_per_share","MA.BV_per_share","HOLX.BV_per_share","EW.BV_per_share","A.BV_per_share","APA.BV_per_share","ANTM.BV_per_share","GL.BV_per_share","NFLX.BV_per_share","TT.BV_per_share","AME.BV_per_share","NVR.BV_per_share","WMB.BV_per_share","HES.BV_per_share","NDAQ.BV_per_share","NWL.BV_per_share","PEP.BV_per_share","CB.BV_per_share","ALL.BV_per_share","PPG.BV_per_share","VZ.BV_per_share","CNP.BV_per_share","USB.BV_per_share","PRU.BV_per_share","CE.BV_per_share","F.BV_per_share","RL.BV_per_share","IRM.BV_per_share","JNPR.BV_per_share","FFIV.BV_per_share","BXP.BV_per_share","ADSK.BV_per_share","D.BV_per_share","AEE.BV_per_share","NTRS.BV_per_share","FDS.BV_per_share","PNW.BV_per_share","HD.BV_per_share","MU.BV_per_share","CMI.BV_per_share","ALK.BV_per_share","PWR.BV_per_share","CAH.BV_per_share","KO.BV_per_share","DAL.BV_per_share","PHM.BV_per_share","NDSN.BV_per_share","V.BV_per_share","AVB.BV_per_share","DXCM.BV_per_share","SEE.BV_per_share","GNRC.BV_per_share","PG.BV_per_share","SIVB.BV_per_share","VFC.BV_per_share","CDNS.BV_per_share","CTXS.BV_per_share","SCHW.BV_per_share","ATO.BV_per_share","DISCK.BV_per_share","BLK.BV_per_share","VMC.BV_per_share","EL.BV_per_share","ROST.BV_per_share","EQIX.BV_per_share","TMUS.BV_per_share","AXP.BV_per_share","FDX.BV_per_share","INTC.BV_per_share","AAP.BV_per_share","LOW.BV_per_share","AFL.BV_per_share","PAYX.BV_per_share","AMGN.BV_per_share","ACN.BV_per_share","TYL.BV_per_share","RCL.BV_per_share","WYNN.BV_per_share","GS.BV_per_share","VRSK.BV_per_share","WM.BV_per_share","ECL.BV_per_share","PH.BV_per_share","IVZ.BV_per_share","UAA.BV_per_share","MRK.BV_per_share","EMN.BV_per_share","CVX.BV_per_share","EMR.BV_per_share","AMZN.BV_per_share","SBNY.BV_per_share","HAS.BV_per_share","EIX.BV_per_share","UNP.BV_per_share","CHD.BV_per_share","VRTX.BV_per_share","RSG.BV_per_share","NSC.BV_per_share","RHI.BV_per_share","AON.BV_per_share","MS.BV_per_share","ILMN.BV_per_share","MAA.BV_per_share","MAR.BV_per_share","ESS.BV_per_share","EBAY.BV_per_share","FE.BV_per_share","HPQ.BV_per_share","KMB.BV_per_share","FCX.BV_per_share","CRM.BV_per_share","XOM.BV_per_share","MOH.BV_per_share","IDXX.BV_per_share","WST.BV_per_share","ETN.BV_per_share","AEP.BV_per_share","ALGN.BV_per_share","REGN.BV_per_share","SLB.BV_per_share","PFE.BV_per_share","HON.BV_per_share","SPG.BV_per_share","MAS.BV_per_share","TFC.BV_per_share","ADI.BV_per_share","LDOS.BV_per_share","EFX.BV_per_share","AAPL.BV_per_share","RTX.BV_per_share","BWA.BV_per_share","PKI.BV_per_share","WELL.BV_per_share","GILD.BV_per_share","KIM.BV_per_share","ITW.BV_per_share","EOG.BV_per_share","KR.BV_per_share","PGR.BV_per_share","OMC.BV_per_share","IEX.BV_per_share","HIG.BV_per_share","UNH.BV_per_share","MTB.BV_per_share","TDG.BV_per_share","SRE.BV_per_share","WHR.BV_per_share","HRL.BV_per_share","KEY.BV_per_share","DVN.BV_per_share","RE.BV_per_share","JPM.BV_per_share","MO.BV_per_share","MSI.BV_per_share","FTNT.BV_per_share","SYY.BV_per_share","GOOGL.BV_per_share","MDT.BV_per_share","DE.BV_per_share","DRE.BV_per_share","ABC.BV_per_share","VTRS.BV_per_share","WDC.BV_per_share","AZO.BV_per_share","BIIB.BV_per_share","PARA.BV_per_share","AMT.BV_per_share","ABT.BV_per_share","ROK.BV_per_share","DIS.BV_per_share","AVY.BV_per_share","DTE.BV_per_share"
"2014-03-31",18.74,32.79,2.62,NA,17.8,8.65,49.56,15.12,18.7,8.19,30.49,23.4,7.79,20.78,11.71,19.3,11.77,6.81,25.79,3.08,10.58,20.03,-4.54,NA,29.08,NA,3.28,NA,49.42,17.59,49.16,46.06,0.41,NA,1.68,NA,21.46,20.14,8.69,10.53,16.23,37.2,73.06,NA,7.06,NA,17.54,40.09,56,29.68,3.53,9.42,19.16,20.52,27.92,23.84,NA,137.89,15.95,33.51,46.67,12.1,27.51,5.34,7.5,9.02,6.11,57.69,5.8,23.53,NA,NA,16.47,NA,20.13,10.26,27.4,25.84,5.6,7.17,2.12,NA,90.18,86.36,31.65,3.52,NA,13.34,295.14,12.73,77.15,36.58,7.49,15.07,86.9,50.93,22.02,3.34,10.27,23.47,84.04,18.73,6.78,45.48,5.48,13.33,18.82,45.76,NA,20.1,27.43,33.61,NA,39.67,NA,NA,42.06,15.23,20.22,19.16,7.5,13.73,12.3,NA,8.85,66.43,1.2,6.86,5.13,25.88,73.3,13.29,4.19,18.49,8.31,31.19,26.93,159.36,30.82,9.62,NA,50.52,17.63,18.86,NA,11.67,22.85,NA,17.26,NA,30.04,NA,8.08,39.52,3.17,176.55,3.6,12.98,24.23,43.34,20.58,2.69,17.94,25.35,79.75,15,22.45,40.17,12.24,36.84,23.48,7.78,5.21,21.91,37.76,6.78,27,35.64,12.26,41.02,-5.52,92.77,15.48,30.02,NA,13.07,24.53,NA,42.59,19.4,4.99,13.24,35.89,33.64,8.54,21.93,30.86,12.24,23.04,22.1,2.29,32.79,NA,NA,19.64,4.98,36.76,16.35,17.94,39.93,8.91,11.55,20.8,29.34,NA,10.86,16.28,20.04,43.7,33.08,90.47,-2.38,48.53,67.7,NA,11.77,61.39,152.8,58.04,2.07,14.74,3.74,8.96,135.98,NA,NA,9.18,9.43,8.55,37.31,NA,38.54,14.73,9.36,15.64,19.86,28.02,15.62,45.97
"2014-04-30",NA,NA,NA,11.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.91,NA,15.93,NA,6.14,NA,NA,NA,NA,NA,16.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.41,11.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.04,NA,NA,NA,NA,NA,8.88,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,11.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.24,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,18.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.46,29.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3,NA,6.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.26,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.52,NA,NA,NA,NA,4.9,NA,9.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.45,NA,NA,NA,NA,NA,NA,NA,NA
"2014-06-30",19.21,33.26,2.22,NA,18.23,8.63,51.54,13.61,18.8,8.61,29.69,24,8.67,20.61,12.36,19.5,12.17,6.11,26.34,1.23,8.71,19.78,-5.01,NA,29.52,NA,3.38,NA,51.06,17.84,49.1,46.19,1.2,NA,5.67,NA,21.96,20.68,9.17,10.38,15.64,38.22,75.32,NA,7.2,NA,18.36,40.72,55.73,30.98,3.64,9.32,20.05,21.6,28.6,24.16,NA,149.2,16.18,34.58,48.57,12.63,28.03,5.41,8.05,9.38,6.55,57.82,6.15,24.46,NA,NA,16.78,NA,19.51,10.7,27.54,26.25,5.45,7.33,3.01,NA,91.26,88.81,34.41,3.83,NA,13.92,260.91,15.96,79.14,36.82,7.68,15.62,90.19,52.7,22.93,3.86,10.3,23.99,90.81,19.98,6.91,45.14,6.72,13.92,18.82,45.81,NA,19.84,27.68,34.14,NA,39.69,NA,NA,44.36,16.09,20.74,18.99,7.82,14.48,12.32,NA,8.91,67.27,1.32,6.68,5.93,25.81,77.68,13.12,4.35,12.82,8.58,31.06,26.92,162.54,31.21,10.11,NA,50.44,18.04,19.32,NA,11.97,24.86,NA,19.38,NA,32.11,NA,8.12,39.8,2.84,185.21,4.07,13.19,24.9,44.75,21.6,2.76,16.73,26.56,81.49,15.55,22.95,45.81,11.35,38.07,23.85,7.56,4.94,22.1,39.02,7.12,26.71,36.75,7.75,40.66,-5.92,95.86,15.29,30.18,NA,13.09,24.7,NA,44.11,19.72,4.49,13.74,35.81,33.95,8.37,23.33,31.41,12.14,24.05,19.68,2.58,33.3,NA,NA,20.04,5.05,38.47,17.05,18.21,40.59,10.77,11.55,21.29,30.52,NA,11.48,15.72,20.23,43.1,33.85,92.25,-30.24,48.99,68.6,NA,12,63.71,160.27,60.44,2.21,16.62,3.82,8.99,141.66,NA,NA,9.62,8.86,8.97,37.79,NA,40.51,16.27,11.13,15.76,19.74,28.6,15.18,45.35
"2014-07-31",NA,NA,NA,11.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.09,NA,16.8,NA,6.31,NA,NA,NA,NA,NA,17.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.98,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.05,NA,NA,NA,NA,NA,8.51,NA,NA,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12,NA,NA,NA,NA,NA,NA,11.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,5.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.94,12.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.65,30.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-08-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.04,NA,6.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.23,NA,NA,10.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.38,NA,NA,NA,NA,4.92,NA,9.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50.21,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-30",18.43,35.32,1.73,NA,17.62,8.8,50.38,14.47,18.18,8.8,26.59,24.39,8.56,20.56,12.45,19.64,11.14,6.22,25.11,-2.31,9.44,20.19,-5.58,NA,29.96,NA,3.52,NA,50.38,17.96,48.69,47.16,1.31,NA,6.93,NA,22.13,21.02,9,10.57,15.82,38.64,76.41,NA,7.32,NA,18.51,41.26,55.24,30.68,3.73,9.21,20.06,22.11,29.03,24.57,NA,166.81,16.09,35.09,45.43,13.38,26.33,5.6,8.09,9.09,6.56,58.63,5.83,24.82,NA,NA,16.7,NA,19.53,10.12,25.29,26.26,5.67,7.42,3.19,NA,87.54,89.81,35.04,4.09,NA,14.1,276.31,27.69,81.5,36.31,7.48,15.43,90.38,53.29,22.61,4.33,10.41,24.42,92.25,20.41,6.8,45.94,2.41,14.13,18.66,46.03,NA,19.82,28.51,36.27,NA,42.05,NA,NA,44.32,16.7,21.13,18.73,7.7,14.69,12.6,NA,12.21,68.52,1.51,6.26,6.5,24.73,77.53,13.58,4.39,12.82,8.79,30.74,13.3,164.59,31.9,9.95,NA,48.72,17.99,19.53,NA,11.54,26.38,NA,19.81,NA,33.3,NA,8.96,40.52,2.9,188.82,4.38,12.37,25.88,44.28,21.21,3.03,15.86,26.8,83.21,14.6,22.32,47.73,11.88,39.16,24.19,7.81,4.81,22.31,40.2,7.16,25.51,37.79,8.97,40.88,-6.42,96.37,15.95,30.2,NA,12.21,24.97,NA,44.27,19.97,2.38,13.64,35.07,34.49,8.97,24.98,31.61,12.43,24.35,18.88,3.88,33.76,NA,NA,19.69,4.75,38.82,16.71,18.26,41.25,9.16,11.76,19.95,32.34,NA,11.77,14.15,19.95,43.44,33.89,93.36,-29.69,49.42,68.09,NA,12.09,65.45,163.15,61.87,2.17,13.47,3.94,9.06,145.69,NA,NA,9.45,8.82,9.1,38.3,NA,44.17,14.47,10.56,15.27,19.44,28.34,14.14,46.25
"2014-10-31",NA,NA,NA,11.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,17.61,NA,6.44,NA,NA,NA,NA,NA,18.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6,10.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.97,NA,NA,NA,NA,NA,7.67,NA,NA,NA,NA,NA,NA,NA,NA,14.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA,NA,11.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.75,NA,NA,6.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.29,13.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.75,26.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-11-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.97,NA,6.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.06,NA,NA,11.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.93,NA,NA,NA,NA,5.05,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.25,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-31",16.74,34.68,1.84,NA,16.48,8.92,50.82,10.83,18.37,8.97,25.56,24.67,8.67,20.18,12.46,19.73,10.11,2.38,25.08,-5.12,10.26,20.67,-7.24,NA,31.14,NA,4.1,NA,51.37,17.4,36.37,46.61,2.15,NA,2.9,NA,22.79,20.47,9.48,10.41,14.9,38.61,77.08,NA,7.37,NA,19.01,41.35,54.51,31.39,3.76,9.06,20.66,22.53,30.07,24.43,NA,164.96,15.53,35.83,42.51,14.2,26.27,5.66,8.16,9.08,6.91,57.85,5.62,24.79,NA,NA,16.76,NA,18.92,9.6,20.69,26.25,5.92,7.52,6.78,NA,74.73,90.45,36.72,4.39,NA,13.42,277.66,27,78.09,34.33,6.89,11.79,90.02,53.36,19.36,3.29,10.58,24.73,93.11,20.13,6.18,46.68,4.15,11.82,18.66,51.61,NA,20.44,28.26,36.2,NA,40.87,NA,NA,44.69,16.18,20.75,18.48,7,10.68,13.01,NA,9.19,68.51,1.81,5.52,7.11,24,79.56,NA,4.57,13.52,9.01,30.38,12.76,166.79,31.66,10.11,NA,40.21,19.4,20.21,NA,11.77,27.41,NA,20.73,NA,33.9,NA,10.07,37.78,2.08,192.44,1.34,12.84,24.62,40.43,21.21,3.26,17.19,24.16,83.1,13.88,23.1,49.61,11.77,39.85,23.99,7.88,4.53,21.97,40.25,7.25,23.68,36.96,10.18,40.55,-7.86,96.35,16.26,29.5,NA,2.73,21.63,NA,43.1,20.2,2.48,13.42,33.85,34.38,9.39,24.9,29.84,11.38,22.74,19.15,3.27,33.82,NA,NA,18.72,5.29,35.81,16.3,18.16,40.98,10.55,11.9,17.81,32.3,NA,11.79,13.46,18.87,44.11,34.02,93.23,-27.84,49.19,74.31,NA,12.27,64.4,166.74,62.38,1.53,12.58,4.06,9.04,152.7,NA,NA,8.37,8.06,8.73,39.15,NA,46.1,13.75,10.22,14.35,18.96,28.11,11.58,47.13
"2015-01-31",NA,NA,NA,11.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,18.82,NA,6.57,NA,NA,NA,NA,NA,19.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.89,8.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78,NA,NA,NA,NA,NA,7.13,NA,NA,NA,NA,NA,NA,NA,NA,13.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49,NA,NA,NA,NA,NA,NA,10.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.77,NA,NA,6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.17,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.79,NA,7.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.71,NA,NA,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.43,NA,NA,NA,NA,5.15,NA,10.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.04,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-31",15.13,34.85,-1.66,NA,15.54,8.8,50.93,11.18,15.42,9.14,24.6,24.64,9.79,19.65,12.7,20.14,9.69,2.05,24.99,-8.01,10.83,20.23,-7.91,NA,30.61,NA,4,NA,50.62,16.77,34.59,47.35,2.31,NA,3.98,32.34,22.52,21.02,9.64,10.01,14.35,38.63,77.96,NA,7.32,NA,19.51,42.12,52.87,32.16,3.83,9.46,19.2,22.1,29.66,23.98,NA,166.49,15.58,36.79,39.13,14.99,34.19,5.1,7.55,9.02,6.92,58.03,5.53,25.22,NA,NA,16.31,NA,18.58,9.53,21.99,26.73,5.54,7.72,3.43,NA,62.1,91.86,38.61,4.5,NA,13.51,286.79,26.18,75.39,32.82,6.32,10.81,90.81,54.23,18.97,2.64,10.63,25.26,100.49,20.87,6.28,45.09,3.59,11.43,18.44,52.14,NA,21.08,28.22,36.88,NA,41.11,NA,NA,44.51,16.6,20.35,19.24,6.67,11.08,12.98,NA,12.67,68.82,1.91,5.46,7.24,23.36,83.71,11.54,4.66,13.12,9.26,31.09,12.31,166.57,31.36,10.21,NA,37.98,19.31,21.49,NA,11.58,29.34,NA,21.48,NA,34.86,NA,10.89,36.26,-1.45,197.01,2.1,12.18,23.29,37.17,20.6,3.21,16.94,23.7,83.49,13.31,23.33,51.71,11.6,40.2,24,7.31,4.1,22.07,39.88,7.29,22.83,38.28,11.27,40.53,-9.18,97.51,16.15,29.26,NA,1.13,19.26,NA,42.44,20.88,0.36,13.09,32.68,35.21,9.83,28.79,29.82,10.98,22.61,19.19,2.8,34.21,NA,13.51,18.4,5.6,33.89,15.74,18.2,42.57,11.91,12.62,13.55,31.83,NA,12.26,11.59,18.54,45.27,33.49,94.26,-24.9,49.72,73.64,NA,12.47,56.01,172.63,63.56,1.29,9.93,4.25,8.95,158.94,NA,NA,8.39,8.67,18.58,39.94,NA,49.61,12.92,17.57,14.77,19.07,29.26,11.3,48.39
